Latitude,Longitude
66.0280685,18.0625808
66.0280685,18.0625808
66.0280685,18.0625808
66.0279,18.0627806
66.0279,18.0627806
66.0279,18.0627806
66.0277321,18.0629871
66.0277321,18.0629871
66.0277321,18.0629871
66.0275658,18.0631988
66.0275658,18.0631988
66.0275658,18.0631988
66.027401,18.0634123
66.027401,18.0634123
66.027401,18.0634123
66.027238,18.0636256
66.027238,18.0636256
66.027238,18.0636256
66.0270766,18.0638403
66.0270766,18.0638403
66.0270766,18.0638403
66.0269158,18.0640548
66.0269158,18.0640548
66.0269158,18.0640548
66.0267558,18.0642666
66.0267558,18.0642666
66.0267558,18.0642666
66.0265965,18.0644793
66.0265965,18.0644793
66.0265965,18.0644793
66.026437,18.0646885
66.026437,18.0646885
66.026437,18.0646885
66.0262773,18.0648941
66.0262773,18.0648941
66.0262773,18.0648941
66.0261191,18.0651011
66.0261191,18.0651011
66.0261191,18.0651011
66.0259623,18.0653108
66.0259623,18.0653108
66.0259623,18.0653108
66.0258055,18.0655196
66.0258055,18.0655196
66.0258055,18.0655196
66.0256475,18.065725
66.0256475,18.065725
66.0256475,18.065725
66.0254895,18.0659315
66.0254895,18.0659315
66.0254895,18.0659315
66.0253318,18.06614
66.0253318,18.06614
66.0253318,18.06614
66.0251738,18.0663501
66.0251738,18.0663501
66.0251738,18.0663501
66.0250161,18.0665626
66.0250161,18.0665626
66.0250161,18.0665626
66.0248591,18.0667748
66.0248591,18.0667748
66.0248591,18.0667748
66.0247013,18.0669851
66.0247013,18.0669851
66.0247013,18.0669851
66.0245428,18.0671958
66.0245428,18.0671958
66.0245428,18.0671958
66.0243836,18.0674075
66.0243836,18.0674075
66.0243836,18.0674075
66.0242246,18.0676196
66.0242246,18.0676196
66.0242246,18.0676196
66.0240646,18.0678343
66.0240646,18.0678343
66.0240646,18.0678343
66.023904,18.0680516
66.023904,18.0680516
66.023904,18.0680516
66.0237426,18.0682681
66.0237426,18.0682681
66.0237426,18.0682681
66.0235805,18.0684838
66.0235805,18.0684838
66.0235805,18.0684838
66.0234188,18.068698
66.0234188,18.068698
66.0234188,18.068698
66.0232576,18.0689113
66.0232576,18.0689113
66.0232576,18.0689113
66.0230961,18.0691215
66.0230961,18.0691215
66.0230961,18.0691215
66.0229355,18.06933
66.0229355,18.06933
66.0229355,18.06933
66.0227753,18.0695406
66.0227753,18.0695406
66.0227753,18.0695406
66.0226155,18.0697525
66.0226155,18.0697525
66.0226155,18.0697525
66.0224565,18.0699611
66.0224565,18.0699611
66.0224565,18.0699611
66.0222978,18.0701665
66.0222978,18.0701665
66.0222978,18.0701665
66.0221408,18.0703753
66.0221408,18.0703753
66.0221408,18.0703753
66.0219846,18.0705846
66.0219846,18.0705846
66.0219846,18.0705846
66.0218288,18.0707933
66.0218288,18.0707933
66.0218288,18.0707933
66.0216726,18.0710033
66.0216726,18.0710033
66.0216726,18.0710033
66.0215155,18.0712161
